key,title,veredict,code,reason
F9UEBRUP,"Generative modeling in smart manufacturing: applications, challenges, and future",,,
GKPCQMXW,A systematic review of metaheuristics-based and machine learning-driven intrusio,,,
GS3TFG6I,FIN: boosting binary code embedding by normalizing function inlinings,,,
GJ9CPEQX,Towards the future of bot detection: a comprehensive taxonomical review and chal,,,
GV2HZCV9,Abusive content detection in online user-generated data: a survey,,,
F4QU3IDK,LARM: linux anti ransomware monitor,,,
F9M2JJEV,Token and part-of-speech fusion for pretraining of transformers with application,,,
GHBBRDFK,A black-box assessment of authentication and reliability in consumer IoT devices,,,
F59VU65K,Trust or distrust? AIGC trustworthiness and an extended analysis within nomology,,,
G8UD5ADE,A study on gen-AI technology development trends to enhance small-medium sized en,,,
GP9EGGW7,"Edge-enabled smart agriculture framework: integrating IoT, lightweight deep lear",,,
FR4CXMT5,Combining AI and AM – improving approximate matching through transformer network,,,
GGSRC5AW,A graph proximity feature augmentation approach for identifying accounts of terr,,,
FXQFUEQI,Generative AI: the transformative impact of ChatGPT on systemic financial risk i,,,
GF5THPP3,Development model based on visual image big data applied to art management,,,
GQ6TBZ44,Defeating CSI obfuscation mechanisms: a study on unauthorized wi-fi sensing in w,,,
FJF4CRU4,Bias and ethics of AI systems applied in auditing - a systematic review,,,
GPFXK35D,Technical solution to counter potential crime: text analysis to detect fake news,,,
FGTH5KRX,The european AI liability directives – critique of a half-hearted approach and l,,,
FPMBC485,Piloting a maturity model for responsible artificial intelligence: a portuguese,,,
F8VK5QSR,Regulation and innovation: unveiling the quadruple-helix-innovation ecosystem of,,,
FAM45SK2,"Yes, but…: technology, netnography, and futures",,,
GRJQFF3X,Emotion-cognitive reasoning integrated BERT for sentiment analysis of online pub,,,
FNFKB4MI,Fully leveraging AI in B2B sales: exploring sales managers’ capabilities and org,,,
GGEJ37EJ,Data-driven AI emergency planning in process industry,,,
FQBJ7NK2,LT-CNN: an integrated deep learning method for enhancing topic recognition in di,,,
GFQNKE5C,Managing emergency crises using secure information through educational awareness,,,
G56KXTHZ,Exploring the relationships between formalisation and validation tools in sustai,,,
GPXH2V6E,Distributing intelligent functionalities in the internet of things with agents a,,,
GUUVS4KJ,A digital twin framework for intelligent electric vehicle charging optimization,,,
GNWQ9ZSI,Forensic image classification with active learning and generative adversarial ne,,,
GAM5G8AX,Capturing creative requirements via requirements reuse: a machine learning-based,,,
HCIIE2MU,XG-NID: dual-modality network intrusion detection using a heterogeneous graph ne,,,
HJXCF3TM,Integrating large language models into manufacturing execution systems: a system,,,
I9E5IWW4,MET-LLM: enhancing large language models for malicious encrypted traffic detecti,,,
HM8DBERB,Enhancing password security with honeywords and LLMs,,,
H6RA7WST,AI for cyber-security risk: harnessing AI for automatic generation of company-sp,,,
HKENI8C8,AECR: automatic attack technique intelligence extraction based on fine-tuned lar,,,
H9FWC43C,Making waves: a conceptual framework exploring how large language model-based mu,,,
I27XERZ3,Formal requirements engineering and large language models: a two-way roadmap,,,
GX4TNE5U,Trusta: reasoning about assurance cases with formal methods and large language m,,,
HNI3VBCA,Potential of multimodal large language models for data mining of medical images,,,
HWZGUWZU,ChatGPT or bard: who is a better certified ethical hacker?,,,
I6FH62D5,LogPrécis: unleashing language models for automated malicious log analysis,,,
H456MX86,TIMFuser: a multi-granular fusion framework for cyber threat intelligence,,,
I5VGUJ45,SAFE-TAP: semantic-aware and fused embedding for TAP rule security detection,,,
HQEDNAXZ,Few-shot relation extraction approach for threat intelligence based on multi-lev,,,
IFI9SW2C,"AI-generated content in cross-domain applications: research trends, challenges a",,,
IIC3FMD2,Enhancing anomaly detection efficiency: introducing grid searchbased multi-popul,,,
H55R6NUR,Developing ethical principle awareness and reasoning in a cybersecurity context:,,,
HU6B7IZ8,Automotive intelligence for supporting vehicle-SOC analysts,,,
I7ZHGM3R,Detection and mitigation against false data injection attacks using SHT and ANN,,,
H9CEMENZ,Thai-language chatbot security: detecting instruction attacks with XLM-RoBERTa a,,,
H3N6XDSH,LineJLocRepair: a line-level method for automated vulnerability repair based on,,,
HI6NSQKS,Advanced computational methods for news classification: a study in neural networ,,,
HUI73247,Joint relational triple extraction with enhanced representation and binary taggi,,,
GXMXKNR4,An LLM-based virtual assistant for tele-operation of industrial electrical syste,,,
IK642QJV,Spam email classification based on cybersecurity potential risk using natural la,,,
HTE72ND6,CSTSINR: improving temporal continuity via convolutional structured implicit neu,,,
H4UVNZAG,"Unveiling the multifaceted concept of cognitive security: trends, perspectives,",,,
INFIGUFV,ReZG: retrieval-augmented zero-shot counter narrative generation for hate speech,,,
GXAA9EHP,A multi-scale patch mixer network for time series anomaly detection,,,
IAZMDZ7C,A community-centric intelligent cyberinfrastructure for addressing nitrogen poll,,,
I6JDD73F,Images of AI: how AI practitioners view the impact of artificial intelligence on,,,
H26FC68C,From scattered sources to comprehensive technology landscape : a recommendation-,,,
I3Z3VKZV,CSGVD: a deep learning approach combining sequence and graph embedding for sourc,,,
ICCG99JU,AI-driven assistants for education and research? A case study on ChatGPT for air,,,
IB7ZP54E,Digital evolution and twin miracle of sugarcane breeding,,,
HGRBFPA9,Clean up the mess: addressing data pollution in cryptocurrency abuse reporting s,,,
I2JKJXZ6,Deepfake detection in generative AI: a legal framework proposal to protect human,,,
GWM4KCTN,SeMalBERT: semantic-based malware detection with bidirectional encoder represent,,,
I3TQUGAB,A novel ensemble method for enhancing internet of things device security against,,,
HJ7X4JEM,Generating customized low-code development platforms for digital twins,,,
IB5DVNMI,I-MAD: interpretable malware detector using galaxy transformer,,,
HCK58NP3,Unmasking social robots’ camouflage: a GNN-random forest framework for enhanced,,,
HV8UINKQ,Preserving data privacy in machine learning systems,,,
I48FWUT2,The hitchhiker’s guide to challenges in transport policy research: towards ANSWE,,,
HHET3CHV,GSEDroid: GNN-based android malware detection framework using lightweight semant,,,
HXMWSAWC,Artificial intelligence in ocular oncology: differentiating choroidal melanocyti,,,
I7FMFQSV,Challenges and strategies for wide-scale artificial intelligence (AI) deployment,,,
IH7MACHH,Comprehensive examination of the bright and dark sides of generative AI services,,,
GWHK3N6Q,A methodology for the systematic design of storytelling dashboards applied to in,,,
H34ZN5F9,Diagnostic analysis and performance optimization of scalable computing systems i,,,
I8SP5PW2,CORAL: container online risk assessment with logical attack graphs,,,
ICE7D4SD,From manual to automated systematic review: key attributes influencing the durat,,,
H9KN2M97,Green artificial intelligence initiatives: potentials and challenges,,,
HCGHIS42,Blockchain for logistics 4.0: a systematic review and prospects,,,
I7VU8AB4,Illusions of truth—experimental insights into human and algorithmic detections o,,,
I8CVQGJT,Interaction dataset of autonomous vehicles with traffic lights and signs,,,
I3REJXKQ,Emotional resources and knowledge management: a gender perspective on human-cent,,,
I82TXKVN,AI as an emerging trend for managing employee efficiency in the retail and servi,,,
IPF5HE3Q,"The role of artificial intelligence for early warning systems: status, applicabi",,,
HW288CNJ,Product verification using OCR classification and mondrian conformal prediction,,,
HRXVVEE4,A machine learning approach for detecting customs fraud through unstructured dat,,,
ICGAMVAJ,Membership inference attacks via spatial projection-based relative information l,,,
I3USVVWM,"Disruptive technologies for e-diasporas: blockchain, DAOs, data cooperatives, me",,,
HT8QXVXC,Developing and validating an artificial intelligence ethical awareness scale for,,,
IITX2BNT,Fostering cleaner production through the adoption of sustainable maintenance: an,,,
IHWXDCZD,DeKeDVer: a deep learning-based multi-type software vulnerability classification,,,
HE2E78T7,X-news dataset for online news categorization,,,
HIF3MKTC,Tell me something new: data subject rights applied to inferred data and profiles,,,
H3I2H62A,CHESSIoT: a model-driven approach for engineering multi-layered IoT systems,,,
IPBEKHBC,A value-oriented artificial intelligence-as-a-service business plan using integr,,,
I9A83VC9,Deep learning techniques for hand vein biometrics: a comprehensive review,,,
HG43EJ7U,"Digitalization, internationalization, and firm performance: a resource-orchestra",,,
EMHIPTKK,ExplainableDetector: exploring transformer-based language modeling approach for,,,
F2NU5XAW,Assessing the effectiveness of crawlers and large language models in detecting a,,,
EXR5ZBUU,ContextualGraph-LLM: a multimodal framework for enhanced darknet traffic analysi,,,
DHA8BESG,RLFE-IDS: a framework of intrusion detection system based on retrieval augmented,,,
EUZI35DB,Evaluating various finetuned LLMs for cybersecurity named entity recognition,,,
DUR3UW6J,Integrating human expertise & automated methods for a dynamic and multi-parametr,,,
E4XGSW5X,LLM+m: dual-model chatGPT-based product training and testing with adversarial at,,,
ERZ7TWVE,Prompt engineering for virtual asset transaction analysis using large language m,,,
EFWBZZJ9,Enhancing vulnerability detection efficiency: an exploration of light-weight LLM,,,
E7UMRG5W,Training a language model to learn the syntax of commands,,,
E2K36DJX,SpAIware: uncovering a novel artificial intelligence attack vector through persi,,,
DTVTPCWF,Optimized detection of cyber-attacks on IoT networks via hybrid deep learning mo,,,
E5C3WRPN,Unleashing offensive artificial intelligence: automated attack technique code ge,,,
EJTS3JH7,A domain-specific autonomous agent for network traffic analysis,,,
EBBP2HEF,PyPIMalDet: a malicious PyPI package detection method combining code features an,,,
DSXNIIF7,SIoV-IDS: SDN-enabled zero-trust framework for explainable intrusion detection i,,,
EGI6U7BU,FLAD: adaptive federated learning for DDoS attack detection,,,
E9GN346Z,LLM4Game: multi-agent reinforcement learning with knowledge injection for dynami,,,
EINURJR5,Explainable DNN for smart contract vulnerability detection in the metaverse,,,
DKK359J8,Enhancing usability in face privacy protection via vision-language guided diffus,,,
DE2B98KE,Perspectives for artificial intelligence in sustainable energy systems,,,
EZFEQMIJ,A novel framework for assessing determinant risk factors on cyber (dis)trust beh,,,
DFQKV6DV,Characterizing generative artificial intelligence applications: text-mining-enab,,,
EPQPV9T4,Temporal-enhanced transformer for anomaly detection in spacecraft irregular-inte,,,
E37KHDG3,A robust hybrid machine learning model for bengali cyber bullying detection in s,,,
EZIRFUKG,Improving quality of indicators of compromise using STIX graphs,,,
EBPBT9KI,Attention-guided adversarial sample generation for robust webshell detection,,,
DSIVWSVC,An analytical approach to named entity recognition for military aerospace intell,,,
EU2X7QHH,"Using chat GPT to evaluate police threats, risk and harm",,,
DXZZS8H8,Blind protocol identification using synthetic dataset: a case study on geographi,,,
DMV69ECX,DNS user profiling and risk assessment: a learning approach,,,
ECEJNA2B,Advancements on IoT and AI applied to pneumology,,,
DFBI48NN,How could generative AI support and add value to non-technology companies – a qu,,,
EHRW94KS,"Understanding practitioners’ challenges and requirements in the design, implemen",,,
ET6ZBKJC,Armed boundary sabotage: a case study of human malicious behaviors identificatio,,,
DUJTKQIN,VWA-6G AI assisted continuous security monitoring over open RAN service manageme,,,
EGF6KNRX,DeVAIC: a tool for security assessment of AI-generated code,,,
EXUCZ4IS,AIGC-empowered smart manufacturing: prospects and challenges,,,
DNWK5INW,An ethical assessment framework for AI security and ethics in smart grid,,,
EIFFCZGW,GenAI in rule-based systems for IoMT security: testing and evaluation,,,
EK59Z723,Sensing the diversity of rumors: rumor detection with hierarchical prototype con,,,
EX4SH8DI,Collaborative optimization for multirobot manufacturing system reliability throu,,,
DC7QU99E,Building robust traffic classifier under low quality data: a federated contrasti,,,
DVKDBATB,Using data analytics to distinguish legitimate and illegitimate shell companies,,,
E3XBGNVM,A novel AI-driven framework of collaborative intelligent operation and maintenan,,,
DGWSB52J,Anti-traceable backdoor: blaming malicious poisoning on innocents in non-IID fed,,,
ESZ2E2Q8,Explaining vulnerabilities of biased news classifiers through rough sets and gra,,,
E6FWZJ3K,A multi-level and iterative feature engineering framework for deepfake audio det,,,
DFZE6G66,The invisible evidence: digital forensics as key to solving crimes in the digita,,,
EIAJDHGI,It's just distributed computing: rethinking AI governance,,,
DXN39KTV,Graph-based detection for false data injection attacks in power grid,,,
EC3J7NVG,Vehicle-to-everything mode of operation technologies: a state-of-art systematic,,,
E6B2UIC6,A red team automated testing modeling and online planning method for post-penetr,,,
EE8HEV7W,Cyberbullying detection for low-resource languages and dialects: review of the s,,,
ETR6KIXN,Malicious traffic detection in IoT and local networks using stacked ensemble cla,,,
EAHTFMQZ,PassREfinder-FL: privacy-preserving credential stuffing risk prediction via grap,,,
EDUF58RV,MetaCloze: a schema-guided automated building metadata model generation system v,,,
DDJETG3N,Robotics for HVAC applications: a critical review and future perspectives,,,
DGJWQGIN,Sharpening kubernetes audit logs with context awareness,,,
EB4PTR83,"Towards autonomous supply chains: definition, characteristics, conceptual framew",,,
EKNWWN9H,MVF-PointCLIP: training-free multi-view fusion PointCLIP for zero-shot 3D classi,,,
DDIX3XA6,Extracting goal models from natural language requirement specifications,,,
DFFEZR3W,Comprehending the theoretical knowledge and practice around AI-enabled innovatio,,,
EJKU88SC,Uncovering the potential of chatbots during the development of industrial smart,,,
ECXXV8EQ,"Anatomy of innovation biosphere in global AI landscape: actors, interactions, an",,,
F2WBJZER,Malware2ATT&CK: a sophisticated model for mapping malware to ATT&CK techniques,,,
DPQTSB6P,CLIP-MEI: exploit more effective information for few-shot action recognition,,,
EHMJ4VAM,“ChatGPT seems too good to be true”: college students’ use and perceptions of ge,,,
DSBFJJSP,CSFuzzer: a grey-box fuzzer for network protocol using context-aware state feedb,,,
E7M6QMUX,ESFLM: efficient and secure federated learning model with homomorphic encryption,,,
ER7TZPGV,Regulating artificial intelligence for CANDU software qualifications,,,
E9EWIIUI,Artificial intelligence in consumer preferences: implications for health and wel,,,
ER8C8HZP,"A review of deep learning with special emphasis on architectures, applications a",,,
DM4DKTFE,Big data and AI for smart maintenance: literature review on the impact on plants,,,
EXJFDMD5,"Harnessing generative AI: reviewing applications, challenges, and solutions for",,,
E34QQ553,How does digital intelligence drive the SRDI development of SMEs? Evidence from,,,
E3ZFZMBV,Artificial intelligence in the L2 classroom: implications and challenges on ethi,,,
DJWT445E,Secured human-centric sustainable healthcare in industry 5.0 through artificial,,,
DFN9GFVV,MSL: a pattern language for engineering self-adaptive systems,,,
DGIUTB52,Designing a composite deep learning based differential protection scheme of powe,,,
K5WKA36P,Automated generation of cybersecurity response playbooks via large language mode,,,
IXWF7KVF,Exploring the ability of emerging large language models to detect cyberbullying,,,
K3GASAIW,Sóley: automated detection of logic vulnerabilities in ethereum smart contracts,,,
JBKRX386,"Large language models for cyber resilience: a comprehensive review, challenges,",,,
JRCGEXKP,SecureQwen: leveraging LLMs for vulnerability detection in python codebases,,,
JE5SRZCR,Chinese cyber threat intelligence named entity recognition via RoBERTa-wwm-RDCNN,,,
K24MK2UT,MADONNA: browser-based malicious domain detection using optimized neural network,,,
JHCDQVWE,TIJERE: a novel threat intelligence joint extraction model based on analyst expe,,,
JT882UF7,"Integrative innovation of large language models in industries: technologies, app",,,
JCTJJE5Z,Forecasting cyber threats and pertinent mitigation technologies,,,
IWJVSGAW,SIEVE: generating a cybersecurity log dataset collection for SIEM event classifi,,,
IUBW9GGW,"Enhancing medical digital twins within metaverse using blockchain, NFTs and LLMs",,,
JKBEVVPW,Advancing software security: DCodeBERT for automatic vulnerability detection and,,,
J5TTP64K,Homophobia and transphobia span identification in low-resource languages,,,
K4M4EAXC,Measuring the impact of cyber policy: a news-based cyber policy index and its sp,,,
JNJN53S9,Ripple2Detect: a semantic similarity learning based framework for insider threat,,,
JPHX23MF,Collective intelligence-based service migration enabling zoom-in functionality w,,,
J9XPGNS5,Walkthrough phishing detection techniques,,,
JGGAXR5A,DR-RAG: domain-rule-based retrieval-augmented generation for aviation digital mo,,,
J6NZSZ9N,An integrated model based on deep learning classifiers and pre-trained transform,,,
J8TQZT7J,Identification of cyber harassment and intention of target users on social media,,,
JH4I33PH,APT-MMF: an advanced persistent threat actor attribution method based on multimo,,,
JH6C7PGS,A novel self-adaptive interval type-3 fuzzy logic system for X spam detection,,,
JRIWIXFQ,Towards sustainable business in the automation era: exploring its transformative,,,
JIHBGG8Q,MalwareNet: an intelligent malware detection and classification using advanced e,,,
JRN4TG55,Extending limited datasets with GAN-like self-supervision for SMS spam detection,,,
JACWT7PB,Unveiling metaverse sentiments using machine learning approaches,,,
J7QVFFF4,Learning never stops: improving software vulnerability type identification via i,,,
JSVFAW5E,The use of artificial intelligence (AI) in the flight deck: enhancing human-AI t,,,
IZRHCAG9,Exploring transferable adversarial attacks for deep learning-based network intru,,,
JFW55VV2,Defining and generating operation and maintenance management requirements in dig,,,
ISQGF47N,Building a multi-class short message service dataset for smishing detection usin,,,
JJ3WFZJ4,"A study on ChatGPT for industry 4.0: background, potentials, challenges, and eve",,,
JJ54NDMZ,A3D: attention-based auto-encoder anomaly detector for false data injection atta,,,
J4AHNSQR,PatchView: multi-modality detection of security patches,,,
K23CPTTQ,“Language is the dress of thought”: a new method for automatic detection of AI-g,,,
IW7WRNW3,Deciphering technological advancements for efficient disaster management and com,,,
J24E5JJF,Open problems and challenges in federated learning for IoT: a comprehensive revi,,,
J6HDT2UU,Design patterns for GDPR-aware process modeling in BPMN,,,
JA9MJFDV,Sexual-predator detection system based on social behavior biometric (SSB) featur,,,
JZ5MSFC5,Individual software expertise formalization and assessment from project manageme,,,
K9JIMP4J,The ALTAI checklist as a tool to assess ethical and legal implications for a tru,,,
J9ANEVK8,Usefulness and usability of heuristic walkthroughs for evaluating domain-specifi,,,
JJNKR8RI,"Artificial intelligence, knowledge and human resource management: a systematic l",,,
JDCH276X,"Advancements in natural language processing: implications, challenges, and futur",,,
JXRWBTIZ,Common vulnerability scoring system prediction based on open source intelligence,,,
JSF8DWKF,BIM ontology for information management (BIM-OIM),,,
JRS563N6,Expert system for extracting keywords in educational texts and textbooks based o,,,
JJMS3S4X,Can you fool AI by doing a 180? — a case study on authorship analysis of texts b,,,
IVVKD2IN,A graph neural network approach to detect original review spammers of astroturfi,,,
JIM2H7JQ,A hierarchical indoor spatial-semantic reasoning-based scene graph construction,,,
J6WBDD2G,Fluid computing & digital twins for intelligent interoperability in the IoT ecos,,,
JKSAUHXZ,CASMS: combining clustering with attention semantic model for identifying securi,,,
JGV72DJA,Identifying contextual content-based risk drivers for advanced risk management s,,,
K8S5V3GF,Laws of encryption: an emerging legal framework,,,
J45HKDEP,GNPSum: a code summarization enhancement framework based on graph node position,,,
JFKCEJC3,Artificial intelligence auditability and auditor readiness for auditing artifici,,,
JZB93VMZ,A multi-module explainable artificial intelligence framework for project risk ma,,,
IPMRDPD4,Impact of artificial intelligence on project management (PM): multi-expert persp,,,
IQ4E2Q89,The effects of artificial intelligence applications in educational settings: cha,,,
JGQT2HJW,FedMVA: enhancing software vulnerability assessment via federated multimodal lea,,,
JHNF3XR3,EADRAN: an edge marketplace for federated learning,,,
JA6P6F9Q,Strategic leadership at high altitude: investigating how AI affects the required,,,
JZQMUZMC,"Evaluating privacy, security, and trust perceptions in conversational AI: a syst",,,
K3VQIR42,AdaptiveWordBug: generating adversarial texts with an adaptive scoring strategy,,,
JE4MQVI7,A data and knowledge driven autonomous intelligent manufacturing system for inte,,,
IVZNX3MI,OCR post-correction for detecting adversarial text images,,,
IQKBE82T,"Machine learning for energy-resource allocation, workflow scheduling and live mi",,,
J5R566AI,Towards an extensible model-based digital twin framework for space launch vehicl,,,
IW8C4K2H,To err is human: managing the risks of contracting AI systems,,,
JFDDSJRN,Authentication and authorization in modern web apps for data security using node,,,
IRDU6K6X,Can the consumer perception of corporate social responsibility be saved? An exam,,,
MSP5I2J8,Latent space refinement for unsupervised cyber threat text classification,,,
KADN3TZ5,Assessing LLMs in malicious code deobfuscation of real-world malware campaigns,,,
MEG487GG,Large language models for conceptual modeling: assessment and application potent,,,
MDIENBTS,A classification-by-retrieval framework for few-shot anomaly detection to detect,,,
MH2DJBA6,Digital innovation and supply chain risk: a large language model-based analysis,,,
MB2PKJEK,ConceptUML: multiphase unsupervised threat detection via latent concept learning,,,
KEKD92J4,From one attack domain to another: contrastive transfer learning with siamese ne,,,
KKV2FUDI,A threat modeling language for generating attack graphs of substation automation,,,
MGUS287G,Role of natural language processing in automatic detection of unexpected finding,,,
KG7PPEAB,CCLog: actionable APT forensics via fused log semantics and provenance graph top,,,
KGKXHJAX,CyberEntRel: joint extraction of cyber entities and relations using deep learnin,,,
KIFVKEKF,Cyber–physical resilience and security strategies for renewable energy-driven Io,,,
MPDU955S,Attack surface analysis and mitigation for near-field communication networks and,,,
M48U68DN,An automated unsupervised anomaly detection framework for DCS controller logs in,,,
MVRGCR72,Taxonomy of digital twins for power grids,,,
MS2F66MW,TFKAN: transformer based on kolmogorov–arnold networks for intrusion detection i,,,
MNZ739EM,MDDB-AETB: malicious domain detection boosting based on alignment with encrypted,,,
KFR4ZZ7F,Detecting duplicate vulnerability records across databases,,,
KGIZBSMS,Semi-supervised log anomaly detection based on bidirectional temporal convolutio,,,
KJ8BEZ65,Enhancing log anomaly detection with semantic embedding and integrated neural ne,,,
MV9PU6ZN,TrafficCLIP: a lightweight cross-modal framework for network traffic classificat,,,
MNPIW2DW,Detecting and visualizing hate speech in social media: a cyber watchdog for surv,,,
KJ56BIUI,Adaptive edge security framework for dynamic IoT security policies in diverse en,,,
KSXX9DC2,Semi-supervised traceability analysis of investigative scanners of darknet traff,,,
MAPM7FMT,Wireless sensor network modeling and analysis for attack detection,,,
MEHPB2PT,A decentralized defense model for covert zero-dynamic attacks in industrial cont,,,
M2V4ANV9,Deep neural network for text anomaly detection in SIoT,,,
KZUWSC7Q,Detecting technology opportunities appropriate for enterprise R&D: the synthesis,,,
MNWTZWFV,DDoSBERT: fine-tuning variant text classification bidirectional encoder represen,,,
MHUFN8SM,KPAMA: a kubernetes based tool for mitigating ML system aging,,,
KHH5BNH6,Leveraging deep learning for precision-aware road accident detection,,,
MVJD9DUC,BiT5: a bidirectional NLP approach for advanced vulnerability detection in codeb,,,
MFRZRIDT,Analyzing the market's reaction to AI narratives in corporate filings,,,
MH2EZBXD,A model-driven approach to streamline the development of prescriptive services f,,,
KW94IHS8,Automatic detection of cyberbullying behaviour on social media using stacked Bi-,,,
MW7DEJ7P,Implementation path and reference model for multilateral data circulation system,,,
M3HXQDB7,CleanSheet: advancing backdoor attack techniques for deep neural networks with s,,,
KA4KN64C,Manufacturing analytics system: a new IT category enabling next-level operationa,,,
KFMZBTDK,Invoice #31415 attached: automated analysis of malicious microsoft office docume,,,
KZRMXX4W,Policy conflict detection approach for decision-making in intelligent industrial,,,
M4NTAUDS,A hybrid approach for adversarial attack detection based on sentiment analysis m,,,
MKFF6B4S,"NDE 4.0: progress, promise, and its role to industry 4.0",,,
MR9KEH2J,Identification of multilingual offense and troll from social media memes using w,,,
MHQ65A22,Cyberbullying-related hate speech detection using shallow-to-deep learning,,,
KGQPCD5Q,JSContana: malicious JavaScript detection using adaptable context analysis and k,,,
KF4IZVHU,Data-driven intelligence in crisis: the case of ukrainian refugee management,,,
MIZF69M8,Engineering patterns for trust and safety on social media platforms: a case stud,,,
MK5PK8WX,Improved capsule networks based on nash equilibrium for malicious code classific,,,
MT9TPJND,Transforming B2B platforms through interconnected digital twins: enhancing situa,,,
MANDICMU,Role-based manufacturing systems: a concept towards intelligent and adaptive aut,,,
MR34DIRQ,ENVQA: improving visual question answering model by enriching the visual feature,,,
MSBU3KSG,A systematic literature review on security testing of ethereum smart contracts,,,
MK9DM4T2,Human-centric assembly in smart factories,,,
KXFNEXA5,Forecasting the trajectory of personal watercrafts using models based on recurre,,,
KA6DCSEM,Challenges of implementing ChatGPT on education: systematic literature review,,,
MJUFVE6J,A dual-layer attention based CAPTCHA recognition approach with guided visual att,,,
KR2RVUF6,Better alone than in bad company: addressing the risks of companion chatbots thr,,,
M2KZVVN4,User-friendly and industry-integrated AI for medicinal chemists and pharmaceutic,,,
MT8ZPFAX,"Trust, transparency, and adoption in generative AI for software engineering: ins",,,
MT55743K,BFS2Adv: black-box adversarial attack towards hard-to-attack short texts,,,
KW853NFG,A few-shot malware classification approach for unknown family recognition using,,,
MU839DUG,"Toward quality 5.0: integrating industry 4.0, human-centricity, and quality mana",,,
MIGI5PFU,Responsible smart home technology adoption: exploring public perceptions and key,,,
MDUGMGDR,APBAM: adversarial perturbation-driven backdoor attack in multimodal learning,,,
M7KKSWIF,Architectural patterns for designing quantum artificial intelligence systems,,,
MU5ZFVIP,Dual similarity enhanced hybrid orthogonal fusion for multimodal named entity re,,,
MVJ66RWH,ChatGPT in education: a blessing or a curse? A qualitative study exploring early,,,
MIQFTET9,Universal artificial intelligence workflow for factory energy saving: ten case s,,,
KHMCGMI3,The paradoxes of digital tools in hospitals: qualitative interview study,,,
M84EXHGP,Exploiting deep transformer models in textual review based recommender systems,,,
KZRXEA7J,CubeAgent: efficient query-based video adversarial examples generation through d,,,
M6XMZWAV,Graph4Web: a relation-aware graph attention network for web service classificati,,,
KM8Q9FKC,FedBrain: a robust multi-site brain network analysis framework based on federate,,,
MVR2R7II,Reinforcement learning for data center energy efficiency optimization: a systema,,,
QBQEJE8W,A systematic review of transformers and large language models in the energy sect,,,
PXN7BM7Q,Deobfuscation of JavaScript code and identification of security weaknesses throu,,,
QJH7GJHG,AI-enhanced intrusion detection in smart renewable energy grids: a novel industr,,,
RE22VVHZ,Large language models for chatbot applications handling sensitive information,,,
QUNR4R48,Assessing the cybersecurity of connected 3D printers using large language models,,,
Q84QSU32,Backdoor samples detection based on perturbation discrepancy consistency in pre-,,,
PIJ2X8T8,A text classification approach to enhancing cyber threat detection,,,
PQSESGUN,Utilizing fine-tuning of large language models for generating synthetic payloads,,,
PP7B6WZV,Traffic scene perception via multimodal large language model with data augmentat,,,
RD7AXGB5,When large language models and machine learning meet multi-criteria decision mak,,,
QE9XQKMD,ForensicLLM: a local large language model for digital forensics,,,
Q2GXMSEP,Periodic watermarking for copyright protection of large language models in cloud,,,
PQQEA8JJ,Cyber threat indicators extraction based on contextual knowledge prompt,,,
QR4MQKAC,Enhancing reliability in LLM-integrated robotic systems: a unified approach to s,,,
QIEX9A9Z,LogOW: a semi-supervised log anomaly detection model in open-world setting,,,
QVSJ4KSX,MoPHoney: an adaptive honeyword generation system based on mixture-of-prompts,,,
Q3XFJ58D,Cybersecurity risk and firm growth: empirical evidence based on text analysis,,,
REURKCC7,AWMT: automatic jailbreaking attack framework utilizing working-memory trees,,,
PMI8QNNZ,A 2 C: a modular multi-stage collaborative decision framework for human–AI teams,,,
PGGV2WJV,Entity and relation extractions for threat intelligence knowledge graphs,,,
R86D3Q76,A novel framework for phishing attack detection using domain-adapted GloVe embed,,,
Q5QWJ23H,Temporal transaction network anomaly detection for industrial internet of things,,,
QJAUCJ4T,A comparative study of machine learning and deep learning models in binary and m,,,
REJ7MFQS,Generation and deployment of honeytokens in relational databases for cyber decep,,,
QBPTW9X3,Advanced BERT and CNN-based computational model for phishing detection in enterp,,,
Q7V4XCGP,Development of major process accident indicators based on industrial internet,,,
QSCXCCQF,Multi-head attention enhanced parallel dilated convolution and residual learning,,,
REFMDNM9,SecureCPS: cognitive inspired framework for detection of cyber attacks in cyber–,,,
Q2MHXM9S,The prince of insiders: a multiple pathway approach to understanding IP theft in,,,
PJR92P5W,Real-time explainable IoT security with machine learning and CTGAN-enhanced dete,,,
R4NJRJSV,Can ChatGPT be used to generate scientific hypotheses?,,,
Q6MVWAIK,Intelligent fault detection in battery systems: a machine learning approach with,,,
PK3DA847,Role of digital technologies to enhance the human integration in industrial cybe,,,
Q9HZGI9Q,Artificial intelligence and machine learning for distributed energy resource man,,,
PVB3ND4P,Attack behavior extraction based on heterogeneous cyberthreat intelligence and g,,,
PXFR6BKC,Interactive process drift detection (IPDD) for condition-based maintenance using,,,
QU45QXAH,Towards unbalanced multiclass intrusion detection with hybrid sampling methods a,,,
QCPFR8F8,GraphFVD: property graph-based fine-grained vulnerability detection,,,
PKG2WBG3,Harnessing attention for cropping and fusion in CLIP-based AIGC detection,,,
R7NFWRC9,Severity prediction of software vulnerabilities using convolutional neural netwo,,,
Q5Q3XCE4,Aggression detection through deep neural model on Twitter,,,
R3879FRT,Understanding privacy concerns in ChatGPT: a data-driven approach with LDA topic,,,
